OBJECTID,CODUOME,NOMEUO,CODESCME,NOME,SEDE,MORADA,LOCALIDADE,CONCELHO,DISTRITO,CODDSR,CODQZP,CICLO,NATUREZAINSTITUCIONAL_DESC,FAX,URL,EMAIL,TELEFONE,x,y
138801,151350,"Agrupamento de Escolas Coelho e Castro, Santa Maria da Feira",237309,"Escola Básica de Caldelas, Caldas de São Jorge, Santa Maria da Feira",N,Avenida do Parque Desportivo,CALDAS DE SÃO JORGE,Santa Maria da Feira,Aveiro,Norte,QZP.20,1º Ciclo,Redes dos ministérios,,,eb1.ccaldassjorge@escolas.min-edu.pt,256912029,-31096.3444381128,144049.089777296
138802,151350,"Agrupamento de Escolas Coelho e Castro, Santa Maria da Feira",237826,"Escola Básica de Avenida, Chousa de Baixo, Santa Maria da Feira",N,Av Dr. Antonio Mota 46,FIÃES VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.adrantoniomota46@escolas.min-edu.pt,227453353,-32746.4531914914,147304.084709278
138803,151350,"Agrupamento de Escolas Coelho e Castro, Santa Maria da Feira",644729,"Jardim de Infância de Igreja, Caldas de São Jorge, Santa Maria da Feira",N,"Avenida da Igreja, 22",CALDAS DE SÃO JORGE,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,ji.n1.icaldassjorge@escolas.min-edu.pt,256912037,-31223.3655617457,144190.002025084
138804,151350,"Agrupamento de Escolas Coelho e Castro, Santa Maria da Feira",609912,"Jardim de Infância de Chão do Rio, Fiães, Santa Maria da Feira",N,"Rua Monte das Pedreiras, 9",FIÃES VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,ji.chaorio@escolas.min-edu.pt,227440681,-32522.4789900141,146501.15290466
138805,151350,"Agrupamento de Escolas Coelho e Castro, Santa Maria da Feira",602590,"Jardim de Infância de Arcozelo, Santa Maria da Feira",N,Arcozelo - Caldas de S. Jorge,CALDAS DE SÃO JORGE,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,ji.acaldassjorge@escolas.min-edu.pt,256912039,-31480.2876922581,143382.168319562
138806,151350,"Agrupamento de Escolas Coelho e Castro, Santa Maria da Feira",282509,"Escola Básica n.º 2 de Vendas Novas, Santa Maria da Feira",N,"Rua de Vendas Novas, nº93",FIÃES VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.vendasnovasfiaes@escolas.min-edu.pt,227444212,-33641.985970421,146168.135571172
138807,151350,"Agrupamento de Escolas Coelho e Castro, Santa Maria da Feira",340900,"Escola Básica e Secundária Coelho e Castro, Fiães, Santa Maria da Feira",S,"R. Coelho e Castro, 25     Apartado 75",FIÃES VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,2º Ciclo;3º Ciclo;Secundário;Profissional,Redes dos ministérios,227448551,http://aecc.ccems.pt,direcao@aecoelhocastro.edu.gov.pt;servicos@aecoelhocastro.edu.gov.pt,227448501,-32829.4387386626,145764.104877622
138808,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",239069,"Escola Básica Dr. Sérgio Ribeiro, Lourosa, Santa Maria da Feira",N,Av. das Cruzes,LOUROSA,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.igrejalourosa@escolas.min-edu.pt,227646272,-34550.3859035502,146866.229626437
138809,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",242299,"Escola Básica de Vergada, Santa Maria da Feira",N,Tv. Dr. Manuel Laranjeira,LOUROSA,Santa Maria da Feira,Aveiro,Norte,QZP.20,1º Ciclo,Redes dos ministérios,,,esc.basica1vergada@escolas.min-edu.pt,227454395,-34865.4923923545,148380.976979791
138810,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",293398,"Escola Básica de Sobral, Santa Maria da Feira",N,Rua do Cedro,LOUROSA,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.sobralmozelos@escolas.min-edu.pt,227646273,-36822.3840264502,147347.253750713
138811,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",266802,"Escola Básica de Prime, Santa Maria da Feira",N,"Rua do Rapigo, 486",MOZELOS VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.primemozelos@escolas.min-edu.pt,227644172,-35835.4489721911,148193.071260203
138812,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",223323,"Escola Básica de Fonte Seca, Santa Maria da Feira",N,"Rua da Escola,257",SÃO JOÃO DE VER,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.fsecasjoaover@escolas.min-edu.pt,256365847,-34709.3263037245,144373.984752085
138813,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",246438,"Escola Básica de Casalmeão, Santa Maria da Feira",N,Rua do Côvo,LOUROSA,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.casalmeao@escolas.min-edu.pt,227454440,-35156.3159255296,146186.993087992
138814,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",249660,"Escola Básica de Aldeia Nova, Santa Maria da Feira",N,"Rua dos Malmequeres, 2690",LOUROSA,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.anovalourosa@escolas.min-edu.pt,256312881,-33746.3309598096,144813.283876099
138815,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",343535,"Escola Básica António Alves de Amorim, Lourosa, Santa Maria da Feira",S,Rua da Escola C+S,LOUROSA,Santa Maria da Feira,Aveiro,Norte,QZP.20,2º Ciclo;3º Ciclo,Redes dos ministérios,227453601,http://www.aeaaamorim.com,direcao@aeaaamorim.edu.gov.pt;servicos@aeaaamorim.edu.gov.pt,227419180,-34738.3705621313,146262.079563683
138816,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",246475,"Jardim de Infância de Santo António, Escapães, Santa Maria da Feira",N,Rua Dr. Domingos Coelho,ESCAPÃES,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,eb1.santonioescapaes@escolas.min-edu.pt,256302737,-31877.2300513605,139344.115685285
138817,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",293556,"Jardim de Infância de Pereiro, Santa Maria da Feira",N,Rua do Escarigo,MILHEIRÓS DE POIARES,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,eb1.pmpoiares@escolas.min-edu.pt,256841663,-29040.3086002364,139414.141651979
138818,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",619413,"Jardim de Infância de Manhouce, Santa Maria da Feira",N,"Rua Afonso Albuquerque, 817",ARRIFANA VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,ji.manhoucearrifana@escolas.min-edu.pt,256834142,-31628.2245554658,137671.24366939
138819,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",613745,"Jardim de Infância de Fontainhas, Arrifana, Santa Maria da Feira",N,"Rua Marechal Craveiro Lopes, 61",ARRIFANA VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,ji.farrifana@escolas.min-edu.pt,256834110,-31123.2396712029,137043.858172537
138820,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",609171,"Jardim de Infância de Bajouca, Pigeiros, Santa Maria da Feira",N,"Rua António Carneiro Guerner, 75",PIGEIROS,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,ji.cavadas@escolas.min-edu.pt,256912045,-29027.3000642701,142030.205165495
138821,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",241088,"Escola Básica de Outeiro, Arrifana, Santa Maria da Feira",N,Rua Prof. Dr. Beleza dos Santos,ARRIFANA VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,1º Ciclo,Redes dos ministérios,,,eb1.outeiroarrifana@escolas.min-edu.pt,256811761,-30809.225053939,138569.093282109
138822,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",343596,"Escola Básica de Milheirós de Poiares, Santa Maria da Feira",N,"Rua Casa da Mámoa, nº 182",MILHEIRÓS DE POIARES,Santa Maria da Feira,Aveiro,Norte,QZP.20,2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,256840309,http://agmilheirospoiares.org/,eb23.mpoiares@escolas.min-edu.pt,256840300,-28204.3351200994,140104.983895899
138823,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",239070,"Escola Básica de Igreja, Romariz, Santa Maria da Feira",N,"Rua das Escolas, 121",ROMARIZ,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.igrejaromariz@escolas.min-edu.pt,256922167,-27034.3199133381,141627.373069619
138824,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",239057,"Escola Básica de Igreja, Milheirós de Poiares, Santa Maria da Feira",N,"Rua João Alves Moreira, n.º 65",MILHEIRÓS DE POIARES,Santa Maria da Feira,Aveiro,Norte,QZP.20,1º Ciclo,Redes dos ministérios,,,eb1.impoiares@escolas.min-edu.pt,256841001,-28253.2718760321,139270.042496561
138825,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",239033,"Escola Básica de Igreja, Escapães, Santa Maria da Feira",N,Largo Igreja,ESCAPÃES,Santa Maria da Feira,Aveiro,Norte,QZP.20,1º Ciclo,Redes dos ministérios,,,eb1.igrejaescapaes@escolas.min-edu.pt,256302310,-32355.2527150077,139265.036153775
138826,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",216264,"Escola Básica de Cimo de Aldeia, Pigeiros, Santa Maria da Feira",N,"Rua Bernardina Dias de Paiva, n.º 55",PIGEIROS,Santa Maria da Feira,Aveiro,Norte,QZP.20,1º Ciclo,Redes dos ministérios,,,eb1.cimoaldeia@escolas.min-edu.pt,256911224,-29545.3213252208,142524.128659091
138827,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",251628,"Escola Básica de Bairro, Arrifana, Santa Maria da Feira",N,R. Alexandre Ferreira Tavares,ARRIFANA VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.arrifana@escolas.min-edu.pt,256811789,-30534.2566889154,138954.307615076
138828,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",343614,"Escola Básica e Secundária de Arrifana, Santa Maria da Feira",S,Rua Amadeu Joaquim Gonçalves,ARRIFANA VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,2º Ciclo;3º Ciclo;Secundário;Artistico;Profissional,Redes dos ministérios,256812975,http://agrupamentoarrifana.com,direcao@aearrifana.edu.gov.pt;servicos@aearrifana.edu.gov.pt,256812227,-30345.2154277243,138731.084479472
138829,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",626752,"Jardim de Infância de Quebrada, São Paio de Oleiros, Santa Maria da Feira",N,"Rua Nova da Aldeia, n.º 37",SÃO PAIO DE OLEIROS,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,ji.quebrada@escolas.min-edu.pt,227443505,-39122.2948430241,146782.749254009
138830,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",246451,"Jardim de Infância de Portela, Paços de Brandão, Santa Maria da Feira",N,"Rua 7, nº 117 -  Urbanização do Cerrado",PAÇOS DE BRANDÃO,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,eb1.ppburbcerrado@escolas.min-edu.pt,227454155,-38880.251216975,144718.023362464
138831,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",624172,"Jardim de Infância da Lapa, São Paio de Oleiros, Santa Maria da Feira",N,"Rua Nova do Pego, 28",SÃO PAIO DE OLEIROS,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,ji.lapaspaiooleiros@escolas.min-edu.pt,227443500,-39302.3319827675,146036.071739555
138832,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",293428,"Escola Básica n.º 3 de Santa Maria de Lamas, Santa Maria da Feira",N,Chão do Monte,SANTA MARIA DE LAMAS,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.n3.stamlamas@escolas.min-edu.pt,227444197,-37094.3785387793,145505.076514668
138833,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",241740,"Escola Básica n.º 1 de Santa Maria de Lamas, Santa Maria da Feira",N,"R. Padre Zé, nº 830",SANTA MARIA DE LAMAS,Santa Maria da Feira,Aveiro,Norte,QZP.20,1º Ciclo,Redes dos ministérios,,,eb1.n1.stamlamas@escolas.min-edu.pt,227445513,-36922.3916086416,146299.932984123
138834,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",239082,"Escola Básica de Santo António, Rio Meão, Santa Maria da Feira",N,"Rua das Escolas, n.º 6",RIO MEÃO,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,256781301,,eb1.stantonioriomeao@escolas.min-edu.pt,256781301,-37480.3125699299,143235.147772746
138835,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",251021,"Escola Básica de Póvoa, Paços de Brandão, Santa Maria da Feira",N,"Rua dos Eucaliptos, 129",PAÇOS DE BRANDÃO,Santa Maria da Feira,Aveiro,Norte,QZP.20,1º Ciclo,Redes dos ministérios,,,eb1.ppacosbrandao@escolas.min-edu.pt,227445324,-37719.2823692814,145477.825818695
138836,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",343523,"Escola Básica e Secundária de Paços de Brandão, Santa Maria da Feira",S,"Avenida Escolar, nº408",PAÇOS DE BRANDÃO,Santa Maria da Feira,Aveiro,Norte,QZP.20,2º Ciclo;3º Ciclo;Secundário;Artistico,Redes dos ministérios,227454215,http://agrupamentopacosbrandao.com,direcao@aepacosbrandao.edu.gov.pt;servicos@aepacosbrandao.edu.gov.pt,227445612,-38109.2758329109,145468.064575755
138837,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",246440,"Escola Básica de Outeiro, Rio Meão, Santa Maria da Feira",N,"Rua Escola dos Murtais, n.º 108",RIO MEÃO,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.outeiroriomeao@escolas.min-edu.pt,256781275,-38478.2159589116,142805.178384222
138838,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",239094,"Escola Básica de Igreja, Paços de Brandão, Santa Maria da Feira",N,"Lg. da Igreja, 212 - Paços de Brandão",PAÇOS DE BRANDÃO,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.ipacosbrandao@escolas.min-edu.pt,227441584,-38416.326041396,145176.027615851
138839,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",227882,"Escola Básica de Igreja de São Paio de Oleiros, Santa Maria da Feira",N,"Av. Dr. Domingos Coelho, 17",SÃO PAIO DE OLEIROS,Santa Maria da Feira,Aveiro,Norte,QZP.20,1º Ciclo,Redes dos ministérios,,,eb1.n1.ispaiooleiros@escolas.min-edu.pt,227443499,-38972.3161469454,146754.854542283
138840,151660,Agrupamento de Escolas de Santa Maria da Feira,614713,"Jardim de Infância de Gândara, Santa Maria da Feira",N,Av. Francisco Sá Carneiro,SANFINS VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,ji.gandarasanfins@escolas.min-edu.pt,256303115,-33053.280861305,140156.242016146
138841,151660,Agrupamento de Escolas de Santa Maria da Feira,342774,"Escola Básica Professor Doutor Ferreira de Almeida, Santa Maria da Feira",N,"R.Prémio Nobel da Paz 1996-D. Ximenes Belo, Dr. Ramos Horta",SANTA MARIA DA FEIRA,Santa Maria da Feira,Aveiro,Norte,QZP.20,2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,256374022,,eb23.pdcafalmeida@escolas.min-edu.pt,256374020,-33754.2865227509,141463.211288308
138842,151660,Agrupamento de Escolas de Santa Maria da Feira,402813,Escola Básica e Secundária de Santa Maria da Feira,S,"Rua António Sérgio, 15",SANTA MARIA DA FEIRA,Santa Maria da Feira,Aveiro,Norte,QZP.20,2º Ciclo;3º Ciclo;Secundário;Profissional,Redes dos ministérios,256378117,http://www.esc-sec-feira.org,direcao@ae-smf.edu.gov.pt;servicos@ae-smf.edu.gov.pt,256379090,-35712.1089026449,139416.807051133
138843,151660,Agrupamento de Escolas de Santa Maria da Feira,276560,"Escola Básica de Souto Redondo, Santa Maria da Feira",N,Largo das Airas,SÃO JOÃO DE VER,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.sredondosjoaover@escolas.min-edu.pt,256911578,-32472.3269100892,143202.126987474
138844,151660,Agrupamento de Escolas de Santa Maria da Feira,296958,"Escola Básica de São João de Ver, Santa Maria da Feira",N,Rua das Caniças,SÃO JOÃO DE VER,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,,,-36020.9974778639,142086.203133059
138845,151660,Agrupamento de Escolas de Santa Maria da Feira,221569,"Escola Básica de Fornos, Santa Maria da Feira",N,Largo Padre José Alves de Pinho,FORNOS VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,0,,eb1.farinheiro@escolas.min-edu.pt,256372989,-33851.8460413514,138658.969389375
138846,151660,Agrupamento de Escolas de Santa Maria da Feira,287672,"Escola Básica de Cavaco, Santa Maria da Feira",N,Loteamento Maria de Lurdes Portela,SANTA MARIA DA FEIRA,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,256375246,,eb1ji.cavaco@escolas.min-edu.pt,256375246,-34224.2498157964,141069.24567403
138847,151660,Agrupamento de Escolas de Santa Maria da Feira,201390,"Escola Básica de Sanfins, Santa Maria da Feira",N,"Rua do Monte, Nº7 ",SANFINS VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.aldeiasanfins@escolas.min-edu.pt,256302305,-32452.2612690296,140381.232478418
138848,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",623167,"Jardim de Infância n.º 1 de Padrão, Santa Maria da Feira",N,Rua Pré-Escola,SOUTO VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,256802293,,ji.n1.padrao@escolas.min-edu.pt,256802293,-34889.141357291,135462.082911215
138849,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",277757,"Jardim de Infância de Tarei, Santa Maria da Feira",N,Rua da Escola de Tarei,SOUTO VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,eb1.tarei@escolas.min-edu.pt,256802468,-37059.106817714,135865.799889816
138850,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",616722,"Jardim de Infância de Outeiro, Santa Maria da Feira",N,Praça dos Eleitos Locais,TRAVANCA VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,256332676,,ji.outeirotravanca@escolas.min-edu.pt,256332676,-36749.1339696573,137473.216233284
138851,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",638675,"Jardim de Infância de Macieira, Santa Maria da Feira",N,Rua das Escolas,SOUTO VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,ji.macieirasouto@escolas.min-edu.pt,256378947,-35329.1702093475,138266.982173364
138852,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",640062,"Jardim de Infância de Cruz, Santa Maria da Feira",N,Rua dos Combatentes,SANTA MARIA DA FEIRA,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar,Redes dos ministérios,,,ji.cruzfiaes@escolas.min-edu.pt,256363670,-35735.2046322202,139205.247343236
138853,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",246104,Escola Básica n.º 2 de Santa Maria da Feira,N,R. Dr. Vitorino de Sá,SANTA MARIA DA FEIRA,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,256373290,,eb1.n2.fdrvitorinosa@escolas.min-edu.pt,256373290,-34868.1826869505,139678.187008908
138854,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",238480,Escola Básica n.º 1 de Santa Maria da Feira,N,R. Prof. Egas Moniz,SANTA MARIA DA FEIRA,Santa Maria da Feira,Aveiro,Norte,QZP.20,1º Ciclo,Redes dos ministérios,256364277,,eb1.n1.fpfegasmoniz@escolas.min-edu.pt,256364277,-34956.1655878691,139864.066481742
138855,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",341472,"Escola Básica Fernando Pessoa, Santa Maria da Feira",S,"Alameda Fernando Pessoa, Balteiro, n.º 278",SANTA MARIA DA FEIRA,Santa Maria da Feira,Aveiro,Norte,QZP.20,2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,256377709,http://aefernandopessoafeira.blogspot.pt,direcao@aefpfeira.edu.gov.pt;servicos@aefpfeira.edu.gov.pt,256377702,-35695.1935876228,139569.981638595
138856,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",281876,"Escola Básica de Valrico, Santa Maria da Feira",N,Rua 13 de Agosto,SOUTO VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,Pré-escolar;1º Ciclo,Redes dos ministérios,256801610,,eb1.valrico@escolas.min-edu.pt,256801610,-36274.040816628,134587.209884642
138857,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",240035,"Escola Básica de Outeiro, Travanca, Santa Maria da Feira",N,Av. Professor Vicente Coelho,TRAVANCA VFR,Santa Maria da Feira,Aveiro,Norte,QZP.20,1º Ciclo,Redes dos ministérios,256332098,,eb1.outeirotravanca@escolas.min-edu.pt,256332098,-36643.0548938849,137439.038456234
